xi_0,xi_1,xi_2,xi_3,xi_4,xi_5,xi_6,xi_7,nu,rho,H,iv_T0.1_K0.50,iv_T0.1_K0.60,iv_T0.1_K0.70,iv_T0.1_K0.80,iv_T0.1_K0.90,iv_T0.1_K1.00,iv_T0.1_K1.10,iv_T0.1_K1.20,iv_T0.1_K1.30,iv_T0.1_K1.40,iv_T0.1_K1.50,iv_T0.3_K0.50,iv_T0.3_K0.60,iv_T0.3_K0.70,iv_T0.3_K0.80,iv_T0.3_K0.90,iv_T0.3_K1.00,iv_T0.3_K1.10,iv_T0.3_K1.20,iv_T0.3_K1.30,iv_T0.3_K1.40,iv_T0.3_K1.50,iv_T0.6_K0.50,iv_T0.6_K0.60,iv_T0.6_K0.70,iv_T0.6_K0.80,iv_T0.6_K0.90,iv_T0.6_K1.00,iv_T0.6_K1.10,iv_T0.6_K1.20,iv_T0.6_K1.30,iv_T0.6_K1.40,iv_T0.6_K1.50,iv_T0.9_K0.50,iv_T0.9_K0.60,iv_T0.9_K0.70,iv_T0.9_K0.80,iv_T0.9_K0.90,iv_T0.9_K1.00,iv_T0.9_K1.10,iv_T0.9_K1.20,iv_T0.9_K1.30,iv_T0.9_K1.40,iv_T0.9_K1.50,iv_T1.2_K0.50,iv_T1.2_K0.60,iv_T1.2_K0.70,iv_T1.2_K0.80,iv_T1.2_K0.90,iv_T1.2_K1.00,iv_T1.2_K1.10,iv_T1.2_K1.20,iv_T1.2_K1.30,iv_T1.2_K1.40,iv_T1.2_K1.50,iv_T1.5_K0.50,iv_T1.5_K0.60,iv_T1.5_K0.70,iv_T1.5_K0.80,iv_T1.5_K0.90,iv_T1.5_K1.00,iv_T1.5_K1.10,iv_T1.5_K1.20,iv_T1.5_K1.30,iv_T1.5_K1.40,iv_T1.5_K1.50,iv_T1.8_K0.50,iv_T1.8_K0.60,iv_T1.8_K0.70,iv_T1.8_K0.80,iv_T1.8_K0.90,iv_T1.8_K1.00,iv_T1.8_K1.10,iv_T1.8_K1.20,iv_T1.8_K1.30,iv_T1.8_K1.40,iv_T1.8_K1.50,iv_T2.0_K0.50,iv_T2.0_K0.60,iv_T2.0_K0.70,iv_T2.0_K0.80,iv_T2.0_K0.90,iv_T2.0_K1.00,iv_T2.0_K1.10,iv_T2.0_K1.20,iv_T2.0_K1.30,iv_T2.0_K1.40,iv_T2.0_K1.50
0.08209742699038265,0.02017831608939707,0.09512423118721311,0.1085923032468136,0.0768718950511087,0.14458364963356315,0.015683314453346205,0.06553979032249276,3.89150495543567,-0.5490904573607511,0.3924348285477141,1e-09,1e-09,1e-09,0.3402199225153968,0.31460315943364364,0.2661315794286207,0.2343115295816471,0.22528814457563068,1e-09,1e-09,1e-09,1e-09,,1e-09,0.27479467127944784,0.25233744573390393,0.19977422673484477,0.17271426374414448,0.18922773225864895,0.18085407344746932,1e-09,1e-09,1e-09,,0.22545762788416884,0.21692881595004435,0.18739612941493264,0.14990693323424908,0.13640377575836768,0.14008162530667664,0.14141489294168452,1e-09,1e-09,0.36790535817473685,0.3144330297688792,0.266384042642651,0.2255376774892584,0.18453261889694678,0.14977880389311116,0.13444553390911512,0.1426482901304053,0.15141073778137595,0.11011571576190103,1e-09,0.33267810006109044,0.2724609079780272,0.23856302153744288,0.20603446017428922,0.16943150019100633,0.13657779331465425,0.12484556604943721,0.1290070650956535,0.13523931330508282,0.11471785566066373,1e-09,0.31722469802076214,0.27714819235004673,0.23239459125946282,0.19251031738372293,0.1569369789975393,0.1273208389425222,0.11311042091098966,0.1195935041745577,0.12467183672727393,0.1164451081053105,1e-09,0.2904678794895402,0.254275273548303,0.21317971064901578,0.176589443229828,0.1429100692817659,0.11531460862580765,0.10264442206669287,0.1086619405028399,0.11348037331990417,0.10634429241679973,1e-09,0.2715009776149523,0.23848023719003694,0.2006416349878432,0.16698108077220702,0.13569677026186777,0.10875064060672165,0.0968026389923307,0.10274923545457086,0.10738034047731265,0.10086407337330636,1e-09
0.07673618611432853,0.09107160539170782,0.10004494991013,0.04843320211104488,0.13674701652456794,0.035570311461329295,0.05592833710453426,0.13304747985839588,1.2978070794480625,-0.4336870850611273,0.02735584588484206,1e-09,1e-09,1e-09,1e-09,0.30809867361832705,0.2721493827591391,0.27119840788687277,0.29846189356113667,1e-09,1e-09,1e-09,0.16374761522391157,0.3566271380334302,0.37740025768462454,0.33516486873542245,0.2864335826126703,0.2526867421623119,0.24852640768312328,0.22605357927716907,0.24274281712906728,0.2287897035314466,1e-09,0.43410985895924165,0.3934205671031805,0.3603279554737019,0.3277021887394116,0.31887690094763405,0.32831865125781434,0.32990981013178033,0.3255567019999873,0.32945873599047976,0.3312906937695259,0.3330801883884773,0.35044082449746394,0.3512582068603817,0.3310352774876939,0.30938262093972785,0.3004375870393843,0.2983132891670281,0.3006377501477272,0.301994650433085,0.3045140808551912,0.31033857772474044,0.3153491833291324,0.37924717843091493,0.3471652250145478,0.3199054608380706,0.3114572235265994,0.3067861983228525,0.31393098992999047,0.32113215835310666,0.32325982902682093,0.3267051453974983,0.3271530049626089,0.3266757272775603,0.31957388876053344,0.3054142167982804,0.3040608564699432,0.2934876854984861,0.29561790840882846,0.2946466581210937,0.29000209884611067,0.29385426778691875,0.3005610004281405,0.30273262143626173,0.30887976739019823,0.31615954266721485,0.31475439974699143,0.3037217856473429,0.2896031584536264,0.28255429230475976,0.2852338726255609,0.2843357060333889,0.28398574722717007,0.2898028397742327,0.2900292422510355,0.2855883484686886,0.33654815830020673,0.3226300557468038,0.30957138870349227,0.3052556643849371,0.29978997553632925,0.29712251929562833,0.2936801835319106,0.2949900320481095,0.29884075904409885,0.3016377518469072,0.3033437096468733
0.14796743735420737,0.15635768962057428,0.10138307080591781,0.03387138421509611,0.0893223547090396,0.05399272056654015,0.13324098385210192,0.06991064672114868,3.170048819530431,-0.8062805642138524,0.08836609302585796,1e-09,0.7373046722585923,0.6344737461992325,0.5152350676473804,0.3993514298146317,0.30377541718009526,0.34160585795165094,0.4289835174090123,0.5253701981982594,0.6054725927373849,0.6621011894988359,0.5709629319625497,0.49789711304226575,0.4310537350401574,0.3677385870902709,0.306389568428072,0.25900576173475615,0.23155849061478492,0.2704755183434609,0.30008643586034617,0.3142643764110933,0.2453393663719615,0.48384482947025736,0.3955698802309928,0.33973755699187225,0.28649266660452805,0.24969231305047648,0.21788169967416585,0.19591898415319706,0.21328196040300282,0.22528295445718668,0.2308881697735959,0.2167538499502564,0.42863177422126836,0.36325389170645,0.3209372865604111,0.2819488128137973,0.2398010491738547,0.21066683505661707,0.18359801546401708,0.18311841203795348,0.19543312768529325,0.19321318257927736,0.18148884909183904,0.4174959117960139,0.3516492762546785,0.3046511373160137,0.26698016127251845,0.22633890135765752,0.19691909518073433,0.17367826413418774,0.17320380908022479,0.18395213862018597,0.17873776178384557,0.17124523266339592,0.37726690730554646,0.3222820277864078,0.2825526714187352,0.2509839015102231,0.2196326268376851,0.19378444458212676,0.17316027981893026,0.17083935424505123,0.1780497661503126,0.17609504572764073,0.17272632942068128,0.3512996869991139,0.298287710060381,0.26276540004602816,0.23373547177879345,0.21021180493350314,0.19261004565499856,0.17660041201440543,0.1737613176384939,0.18243424572667166,0.18337894960222428,0.18544835440184676,0.36360543746847906,0.31813899418231556,0.28052165120623024,0.24709590592560488,0.22182271816455068,0.20138319333535828,0.18391296754828654,0.1819777935767967,0.18985308670223747,0.19590518236782128,0.20273493551291025
0.1542261704101898,0.06134889282436708,0.10237963174473047,0.12403872255918921,0.031089452821078917,0.10708096030638707,0.030939696027729637,0.05768425785769253,3.889461218532298,-0.5320246958157868,0.42124342843076457,0.6611750107283026,0.7688194792977677,0.6308647259757669,0.5321924543441638,0.44439294186147754,0.37469081191702874,0.32442026098255267,0.28159591756344754,1e-09,1e-09,1e-09,0.691462650676778,0.606826974166608,0.5219759446805017,0.435641658758927,0.36019702127965975,0.29996583666990323,0.25187861762823976,0.22408368582450017,1e-09,1e-09,1e-09,0.5820451892947834,0.49378994344322613,0.4138468450323085,0.33435734635183184,0.269013146918531,0.21162757382496822,0.1766624239619479,0.16077384569319458,1e-09,1e-09,1e-09,0.46750892529797317,0.3988012019781075,0.3347615877886899,0.26854358922870675,0.21466634351003547,0.1714164922326289,0.14505189405374225,0.13526747408416742,0.09543005309067748,1e-09,1e-09,0.40932990574655836,0.35044000358050015,0.29582092001520605,0.2382296948156749,0.19269914953757192,0.15471123562190423,0.1336372868232682,0.13221707111509762,0.13852765047125126,0.15559985496646678,0.1610358229536413,0.3664836821701045,0.3188178260232456,0.2715761716577356,0.2202174176086803,0.1794211516995399,0.14194108892303853,0.12282598521526845,0.12267386191333789,0.1289813186938017,0.14520958300829376,0.15286174638910024,0.3588755745940645,0.3068181083003822,0.25851830711775103,0.20816906884603226,0.16836234329037691,0.1318435427063602,0.11380188284871541,0.11368544589716044,0.1192012988043936,0.13395388171532038,0.14094374570511908,0.32936715698704566,0.2837921213815867,0.24035923894211994,0.1940270712721538,0.15756671522652654,0.12384003233403706,0.1074360216370425,0.10717831980846146,0.11277135131666136,0.1270089761118732,0.13411077952221856
0.0843617825498712,0.1107885431106844,0.029841797964025443,0.015799189093560945,0.1300401309301974,0.14307614782561082,0.08696619346099443,0.04667678658599069,3.565689292083455,-0.9187954127257335,0.3794099758817072,1e-09,0.721314587523391,0.5980779401247496,0.483377681202314,0.38211075290572094,0.2594036466636896,0.16214686711830334,1e-09,1e-09,1e-09,1e-09,0.581219892685136,0.5452816768923932,0.46597730598121084,0.3765501741344349,0.28108581690104806,0.20631754683936496,0.1244612376380733,1e-09,1e-09,1e-09,1e-09,0.38623860562320944,0.36097358672091456,0.32276195949182984,0.28356558696887646,0.22642156907391692,0.16486105362559916,0.1080320035494793,1e-09,1e-09,1e-09,1e-09,0.31624600328540425,0.2844604313576894,0.24198002015250628,0.2191821889095891,0.1784503166761232,0.13162600626515508,0.08753730558792619,1e-09,1e-09,1e-09,1e-09,0.3022240056430194,0.2725138946547439,0.23654206196011915,0.2042822798502273,0.16590351852629429,0.12030415724447498,0.08115649819645061,1e-09,1e-09,1e-09,1e-09,0.29403449017724603,0.2578506495368468,0.2338791154328654,0.2003933276155135,0.16175400250763253,0.11663582308637373,0.07521322720044536,0.06249473175348086,1e-09,1e-09,1e-09,0.27736907294074103,0.23747058293483297,0.20853614644922808,0.1797758788279392,0.14505108991322221,0.10499732859822922,0.0687141028951906,0.058357240630725574,1e-09,1e-09,1e-09,0.25834944648465097,0.22369935000234312,0.1971515604732907,0.1701472482824863,0.1371242041034297,0.09943726253787218,0.06497260234586623,0.05611310883857227,1e-09,1e-09,1e-09
0.05853740872782152,0.08617767499306472,0.08790459119557496,0.08236018591339303,0.053083644569871864,0.1250730614966375,0.1458536562894792,0.15601492752622784,1.0819103282286568,-0.6681876805989426,0.3610298574075069,1e-09,1e-09,1e-09,0.3209079344833072,0.26686078457721657,0.25954332961459886,0.2575094270526815,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.31453071033023533,0.25228812448069715,0.24330470497665202,0.22408010852905455,0.2023840906213301,0.17129846104465413,1e-09,1e-09,1e-09,0.36961161998722175,0.34952418163385285,0.3172674856715437,0.28966672057545884,0.25959959812776845,0.23316816584947953,0.21052144294667427,0.19387962512431328,0.16789238654000746,1e-09,1e-09,0.3971292186038656,0.3653687401249058,0.32333141144309074,0.2977098255599194,0.2733299556860404,0.25528404436822744,0.24605493841544523,0.2300821161392911,0.2258415410665125,0.23635312075614315,0.23346561796343207,0.42871370908559825,0.389124832415009,0.3429527015464263,0.30751208879389347,0.2871752061538819,0.26646674710715035,0.24390415965720197,0.22573831424985638,0.2122395055215553,0.19200800841895668,0.17505097198562788,0.40084301895511637,0.3567233888222968,0.32690021857191565,0.29922753316808814,0.2768644538820352,0.26077546676109986,0.24517440608473187,0.23416891628294279,0.22419830058286744,0.2287327233964958,0.23850302951076383,0.40228373117951366,0.36283939519842745,0.33026507718160336,0.30549856507732986,0.287781326379753,0.2754233566755427,0.2648710132810674,0.2545100557213653,0.24555662293568992,0.24212788461617502,0.24036904357699237,0.3754314831852633,0.34311127239476197,0.311141328338267,0.29254109270647277,0.2824287225076298,0.2712186197675969,0.26172687896488595,0.2531012285653102,0.24008311943798158,0.22961337632208478,0.22539344854631055
0.013717941371773021,0.15549697877137172,0.0432999804026137,0.092432854073872,0.03096504175333621,0.040825204333224056,0.0440302468469431,0.0961391258644843,2.991867618564535,-0.7928465181922126,0.463126442215958,1e-09,1e-09,1e-09,1e-09,0.21889190355442278,0.11517646968847094,1e-09,1e-09,1e-09,1e-09,1e-09,0.6199463768314344,0.515103574433226,0.4247257928272229,0.33944306024479143,0.2544628911744816,0.1825910690578809,0.1603008263618635,0.19878074222688624,0.19940466140718097,1e-09,1e-09,0.5735825954944417,0.4806062716663193,0.38829378095613365,0.303121636674202,0.24672187565478013,0.1956507239667933,0.1619889721444534,0.1785338883249703,0.2008826233479426,0.21166635267178618,0.19496675160988775,0.48068060118559025,0.40195342778319143,0.3371623943439807,0.2790702367783909,0.22821508568127033,0.1798897510009194,0.146573009636843,0.1605822274586355,0.18181937878825277,0.19728259891445843,0.19442129737802516,0.40934983948094866,0.3458276962230196,0.28880314742115726,0.23514937067300024,0.18669380403355634,0.14819208506449735,0.11870823701235445,0.1317615333812067,0.1527584827694978,0.16600347330244403,0.1644061818119485,0.3675378124311785,0.31062229157992616,0.25621959952451057,0.20829046390010064,0.16512887777189258,0.12890549181261832,0.10422468900019476,0.11499864869046157,0.1324784320619918,0.14614926152632154,0.1445569046768837,0.3421530827682393,0.28808019251413497,0.24071621946891308,0.19548883452047114,0.1539982919569333,0.12133138662446592,0.09944017118991957,0.1087214019101373,0.12411759075441688,0.13573725515047247,0.13510168093290756,0.3167013582976928,0.26890722861870353,0.22475027726471136,0.18164141657108712,0.14745259971536176,0.11922671818742513,0.09622280364398923,0.10466104840125512,0.11894758686770392,0.12996060401816395,0.12919996436747264
0.11629780303998756,0.13894245937137661,0.04935058443375281,0.01611163254203603,0.09473168966730938,0.07132544077863937,0.0836851955815762,0.142283467152064,1.2924001013151933,-0.43660418262687556,0.2895133963143388,1e-09,1e-09,,0.4007921869784013,0.38237117865522496,0.3512120473535595,0.3062088708570459,0.27105669716423075,1e-09,1e-09,1e-09,0.16394960773537093,0.35335983674246796,0.3959698972642515,0.3866786408998722,0.3684906891273707,0.35266492759803725,0.33801685570062384,0.332816326964199,0.33559202608377436,0.3305279842884334,0.25069933863460625,0.45093241154306546,0.4179005460627027,0.3890708113935185,0.3665558580398884,0.3518739340407069,0.3404224028575483,0.32109460712373583,0.30799426618405534,0.3122459856287999,0.31556317387219573,0.32392846701715744,0.3736481152023168,0.3606130227826413,0.3353675503154465,0.320160360531471,0.3090339223561763,0.2999582474671885,0.29103066751041,0.2895093651061155,0.28688828375732095,0.28542898573079756,0.2894752674747385,0.37358076162652615,0.35450996510253474,0.3313852230474024,0.3113971073873769,0.30602001664917494,0.29679355350250314,0.29615541775373494,0.29848209466084696,0.3023478161699,0.314441473090017,0.3234048845380929,0.39471058259638125,0.3597039405002512,0.3359202019174014,0.3112402486359863,0.3020540668862977,0.29844986272509577,0.29623304203533907,0.2943912358882505,0.2890899885652087,0.2848732536889185,0.2848448852644261,0.39474559552445887,0.370642896851976,0.3410532491555046,0.3169599955284413,0.30396119576980646,0.2904988861622216,0.2810201995264018,0.2735605765185595,0.267893642245368,0.2576933014736588,0.25066144856651174,0.4244289863929689,0.3922980909519789,0.35834398776442117,0.32793323759398985,0.3085602108026123,0.2939907677936128,0.2822607008701384,0.2757014796077419,0.26888997000242504,0.2663772182468162,0.26534651507089907
0.03812847510656516,0.07197606977994211,0.11788244302890312,0.05138239632989219,0.12401955027692198,0.06192737413947051,0.1372600255563922,0.038717766197848245,1.4752884327791547,-0.373381331841187,0.45118692078237055,0.2888608380004528,0.21416118247138866,,0.2503765511584189,0.23160793740054578,0.21048245880215846,0.2075277141194718,1e-09,1e-09,1e-09,1e-09,1e-09,,1e-09,0.15185528167597503,0.17216074156559116,0.1689353287374243,0.1522652493643952,0.15585728259786155,1e-09,1e-09,1e-09,0.41141374893202404,0.37495413424948904,0.3237394084344725,0.2700379631183063,0.2295819316330124,0.20823688066724874,0.20526944257253193,0.1978948774029627,0.20586574341969088,0.1861634521784274,1e-09,0.4474497741765522,0.375059407604925,0.30901293641400174,0.2708554726327223,0.24179777968349075,0.22006373128999032,0.21186022419696673,0.20815438787158752,0.21274114555121404,0.2215810593567782,0.22328023343844167,0.4250115089440454,0.35467832089259743,0.3102190988052876,0.27312920883383646,0.24942420258332748,0.2288312580334686,0.21378211832776467,0.2109331058237379,0.21335987686117724,0.21409408111511738,0.21828525383010275,0.3879865268200561,0.3308205081776333,0.2892102558897574,0.2608358511553768,0.24175631978739587,0.22092916455836242,0.20757194789238306,0.20681044344250948,0.2131391240588221,0.2210169423645183,0.2265787125609995,0.3686317442266063,0.32187092845735343,0.28514675575166,0.26089717457712447,0.2420476048663922,0.21942915818294595,0.20477011883730964,0.19986965149306496,0.20327052009791732,0.20840128178634704,0.2177565747387159,0.3539273057784988,0.3065149279471683,0.2720857550690348,0.24652271634369427,0.2264046496854829,0.20684643331864683,0.19364667992024076,0.19061463859208758,0.19563013719269573,0.20271613975068725,0.21190221119121516
0.13598155425427963,0.12774140460688094,0.06461130347476804,0.05764491578012592,0.1564234760062899,0.06265594990468887,0.05266123791613635,0.09279743481223991,3.3925730743510147,-0.8747680228529864,0.052393931863563614,0.2927102223953174,0.5810617907895945,0.5683861849853689,0.44254320142436676,0.3193957993247455,0.2534051813478584,0.34905212522350076,0.4705737172775017,0.5565250914249019,0.6250807663745706,0.6612550696267052,1e-09,0.4226539599656259,0.3963750730848128,0.3425151101863777,0.27465678798342197,0.22213370893754908,0.24431025003453002,0.3075303563689519,0.36307073545607327,0.40564142056551566,0.43551945872046505,0.49675436850409205,0.4184331407654456,0.3771819450709602,0.33239484905957006,0.27568026116918065,0.23077084084625668,0.2164172130904177,0.24294321565184543,0.27841329855968733,0.3070408177058199,0.32360054156147544,0.4105713996094439,0.35527660531832644,0.3127336629620519,0.27941830689821484,0.2371950865318701,0.20710120323160583,0.19491409124898665,0.21287451808904104,0.22775582570171427,0.23648572525932374,0.2303145749938595,0.4107408842088542,0.35340189423437135,0.30947105896681837,0.28866820901470047,0.2591530568746142,0.23186105535922577,0.21594210382042497,0.218549559202374,0.22994427126929376,0.23967716178201168,0.24625582739161547,0.37229262401232566,0.32750601165704435,0.29168949078146644,0.2605768448023978,0.2351152506426291,0.2074327577334524,0.19438395573018083,0.1982910956615773,0.2069375853852814,0.20961650836989504,0.21166051052267063,0.3609376806850323,0.307034799411824,0.26891721367261107,0.24280571362418457,0.21806783235062357,0.1954891336586924,0.18118185102993914,0.18288959634341678,0.1926898478403945,0.19847298849491396,0.1972708137188696,0.35848178456415947,0.3082740619396757,0.2737153779980361,0.24509996476637652,0.22266397747087935,0.20090275896907087,0.18607813643912435,0.18224124007979164,0.18773446712804534,0.1927305901699233,0.19384844951267094
