calc_time,symbol,base_asset,quote_asset,index_value
1745971200001,BTCBVOLUSDT,BTCBVOL,USDT,48.5436
1745971201000,BTCBVOLUSDT,BTCBVOL,USDT,48.5433
1745971202000,BTCBVOLUSDT,BTCBVOL,USDT,48.5430
1745971203001,BTCBVOLUSDT,BTCBVOL,USDT,48.5428
1745971204001,BTCBVOLUSDT,BTCBVOL,USDT,48.5425
1745971205004,BTCBVOLUSDT,BTCBVOL,USDT,48.5423
1745971206000,BTCBVOLUSDT,BTCBVOL,USDT,48.5421
1745971207001,BTCBVOLUSDT,BTCBVOL,USDT,48.5418
1745971208000,BTCBVOLUSDT,BTCBVOL,USDT,48.5415
1745971209001,BTCBVOLUSDT,BTCBVOL,USDT,48.5412
1745971210001,BTCBVOLUSDT,BTCBVOL,USDT,48.5410
1745971211001,BTCBVOLUSDT,BTCBVOL,USDT,48.5408
1745971212002,BTCBVOLUSDT,BTCBVOL,USDT,48.5406
1745971213000,BTCBVOLUSDT,BTCBVOL,USDT,48.5403
1745971214000,BTCBVOLUSDT,BTCBVOL,USDT,48.5401
1745971215001,BTCBVOLUSDT,BTCBVOL,USDT,48.5398
1745971216000,BTCBVOLUSDT,BTCBVOL,USDT,48.5394
1745971217000,BTCBVOLUSDT,BTCBVOL,USDT,48.5392
1745971218000,BTCBVOLUSDT,BTCBVOL,USDT,48.5390
1745971219000,BTCBVOLUSDT,BTCBVOL,USDT,48.5387
1745971220000,BTCBVOLUSDT,BTCBVOL,USDT,48.5385
1745971221001,BTCBVOLUSDT,BTCBVOL,USDT,48.5383
1745971222000,BTCBVOLUSDT,BTCBVOL,USDT,48.5380
1745971223000,BTCBVOLUSDT,BTCBVOL,USDT,48.5378
1745971224000,BTCBVOLUSDT,BTCBVOL,USDT,48.5376
1745971225008,BTCBVOLUSDT,BTCBVOL,USDT,48.5373
1745971226001,BTCBVOLUSDT,BTCBVOL,USDT,48.5371
1745971227000,BTCBVOLUSDT,BTCBVOL,USDT,48.5369
1745971228000,BTCBVOLUSDT,BTCBVOL,USDT,48.5366
1745971229005,BTCBVOLUSDT,BTCBVOL,USDT,48.5364
1745971230003,BTCBVOLUSDT,BTCBVOL,USDT,48.5362
1745971231002,BTCBVOLUSDT,BTCBVOL,USDT,48.5359
1745971232001,BTCBVOLUSDT,BTCBVOL,USDT,48.5358
1745971233000,BTCBVOLUSDT,BTCBVOL,USDT,48.5355
1745971234002,BTCBVOLUSDT,BTCBVOL,USDT,48.5353
1745971235006,BTCBVOLUSDT,BTCBVOL,USDT,48.5351
1745971236000,BTCBVOLUSDT,BTCBVOL,USDT,48.5349
1745971237004,BTCBVOLUSDT,BTCBVOL,USDT,48.5347
1745971238000,BTCBVOLUSDT,BTCBVOL,USDT,48.5345
1745971239001,BTCBVOLUSDT,BTCBVOL,USDT,48.5343
1745971240000,BTCBVOLUSDT,BTCBVOL,USDT,48.5340
1745971241002,BTCBVOLUSDT,BTCBVOL,USDT,48.5338
1745971242000,BTCBVOLUSDT,BTCBVOL,USDT,48.5336
1745971243003,BTCBVOLUSDT,BTCBVOL,USDT,48.5334
1745971244000,BTCBVOLUSDT,BTCBVOL,USDT,48.5332
1745971245010,BTCBVOLUSDT,BTCBVOL,USDT,48.5330
1745971246000,BTCBVOLUSDT,BTCBVOL,USDT,48.5328
1745971247001,BTCBVOLUSDT,BTCBVOL,USDT,48.5326
1745971248002,BTCBVOLUSDT,BTCBVOL,USDT,48.5324
1745971249000,BTCBVOLUSDT,BTCBVOL,USDT,48.5321
1745971250005,BTCBVOLUSDT,BTCBVOL,USDT,48.5319
1745971251001,BTCBVOLUSDT,BTCBVOL,USDT,48.5317
1745971252000,BTCBVOLUSDT,BTCBVOL,USDT,48.5314
1745971253000,BTCBVOLUSDT,BTCBVOL,USDT,48.5312
1745971254001,BTCBVOLUSDT,BTCBVOL,USDT,48.5310
1745971255000,BTCBVOLUSDT,BTCBVOL,USDT,48.5308
1745971256008,BTCBVOLUSDT,BTCBVOL,USDT,48.5306
1745971257001,BTCBVOLUSDT,BTCBVOL,USDT,48.5304
1745971258004,BTCBVOLUSDT,BTCBVOL,USDT,48.5302
1745971259000,BTCBVOLUSDT,BTCBVOL,USDT,48.5300
1745971260001,BTCBVOLUSDT,BTCBVOL,USDT,48.5298
1745971261005,BTCBVOLUSDT,BTCBVOL,USDT,48.5296
1745971262001,BTCBVOLUSDT,BTCBVOL,USDT,48.5294
1745971263001,BTCBVOLUSDT,BTCBVOL,USDT,48.5292
1745971264000,BTCBVOLUSDT,BTCBVOL,USDT,48.5289
1745971265001,BTCBVOLUSDT,BTCBVOL,USDT,48.5287
1745971266004,BTCBVOLUSDT,BTCBVOL,USDT,48.5285
1745971267000,BTCBVOLUSDT,BTCBVOL,USDT,48.5283
1745971268000,BTCBVOLUSDT,BTCBVOL,USDT,48.5282
1745971269002,BTCBVOLUSDT,BTCBVOL,USDT,48.5280
1745971270000,BTCBVOLUSDT,BTCBVOL,USDT,48.5278
1745971271000,BTCBVOLUSDT,BTCBVOL,USDT,48.5276
1745971272000,BTCBVOLUSDT,BTCBVOL,USDT,48.5274
1745971273002,BTCBVOLUSDT,BTCBVOL,USDT,48.5272
1745971274000,BTCBVOLUSDT,BTCBVOL,USDT,48.5270
1745971275000,BTCBVOLUSDT,BTCBVOL,USDT,48.5268
1745971276001,BTCBVOLUSDT,BTCBVOL,USDT,48.5266
1745971277000,BTCBVOLUSDT,BTCBVOL,USDT,48.5264
1745971278005,BTCBVOLUSDT,BTCBVOL,USDT,48.5261
1745971279000,BTCBVOLUSDT,BTCBVOL,USDT,48.5259
1745971280000,BTCBVOLUSDT,BTCBVOL,USDT,48.5257
1745971281001,BTCBVOLUSDT,BTCBVOL,USDT,48.5255
1745971282002,BTCBVOLUSDT,BTCBVOL,USDT,48.5253
1745971283003,BTCBVOLUSDT,BTCBVOL,USDT,48.5251
1745971284000,BTCBVOLUSDT,BTCBVOL,USDT,48.5249
1745971285001,BTCBVOLUSDT,BTCBVOL,USDT,48.5247
1745971286007,BTCBVOLUSDT,BTCBVOL,USDT,48.5245
1745971287004,BTCBVOLUSDT,BTCBVOL,USDT,48.5243
1745971288003,BTCBVOLUSDT,BTCBVOL,USDT,48.5241
1745971289001,BTCBVOLUSDT,BTCBVOL,USDT,48.5239
1745971290000,BTCBVOLUSDT,BTCBVOL,USDT,48.5237
1745971291000,BTCBVOLUSDT,BTCBVOL,USDT,48.5235
1745971292001,BTCBVOLUSDT,BTCBVOL,USDT,48.5233
1745971293000,BTCBVOLUSDT,BTCBVOL,USDT,48.5231
1745971294000,BTCBVOLUSDT,BTCBVOL,USDT,48.5229
1745971295009,BTCBVOLUSDT,BTCBVOL,USDT,48.5227
1745971296000,BTCBVOLUSDT,BTCBVOL,USDT,48.5225
1745971297006,BTCBVOLUSDT,BTCBVOL,USDT,48.5223
1745971298002,BTCBVOLUSDT,BTCBVOL,USDT,48.5221
1745971299000,BTCBVOLUSDT,BTCBVOL,USDT,48.5220
1745971300002,BTCBVOLUSDT,BTCBVOL,USDT,48.5217
1745971301005,BTCBVOLUSDT,BTCBVOL,USDT,48.5215
1745971302000,BTCBVOLUSDT,BTCBVOL,USDT,48.5213
1745971303000,BTCBVOLUSDT,BTCBVOL,USDT,48.5211
1745971304003,BTCBVOLUSDT,BTCBVOL,USDT,48.5209
1745971305001,BTCBVOLUSDT,BTCBVOL,USDT,48.5207
1745971306000,BTCBVOLUSDT,BTCBVOL,USDT,48.5206
1745971307000,BTCBVOLUSDT,BTCBVOL,USDT,48.5204
1745971308000,BTCBVOLUSDT,BTCBVOL,USDT,48.5203
1745971309000,BTCBVOLUSDT,BTCBVOL,USDT,48.5201
1745971310002,BTCBVOLUSDT,BTCBVOL,USDT,48.5200
1745971311000,BTCBVOLUSDT,BTCBVOL,USDT,48.5199
1745971312000,BTCBVOLUSDT,BTCBVOL,USDT,48.5197
1745971313001,BTCBVOLUSDT,BTCBVOL,USDT,48.5195
1745971314000,BTCBVOLUSDT,BTCBVOL,USDT,48.5194
1745971315001,BTCBVOLUSDT,BTCBVOL,USDT,48.5192
1745971316003,BTCBVOLUSDT,BTCBVOL,USDT,48.5191
1745971317001,BTCBVOLUSDT,BTCBVOL,USDT,48.5190
1745971318004,BTCBVOLUSDT,BTCBVOL,USDT,48.5189
1745971319000,BTCBVOLUSDT,BTCBVOL,USDT,48.5187
1745971320000,BTCBVOLUSDT,BTCBVOL,USDT,48.5185
1745971321000,BTCBVOLUSDT,BTCBVOL,USDT,48.5184
1745971322001,BTCBVOLUSDT,BTCBVOL,USDT,48.5182
1745971323001,BTCBVOLUSDT,BTCBVOL,USDT,48.5180
1745971324000,BTCBVOLUSDT,BTCBVOL,USDT,48.5178
1745971325003,BTCBVOLUSDT,BTCBVOL,USDT,48.5176
1745971326002,BTCBVOLUSDT,BTCBVOL,USDT,48.5176
1745971327004,BTCBVOLUSDT,BTCBVOL,USDT,48.5173
1745971328002,BTCBVOLUSDT,BTCBVOL,USDT,48.5174
1745971329001,BTCBVOLUSDT,BTCBVOL,USDT,48.5172
1745971330003,BTCBVOLUSDT,BTCBVOL,USDT,48.5170
1745971331000,BTCBVOLUSDT,BTCBVOL,USDT,48.5168
1745971332001,BTCBVOLUSDT,BTCBVOL,USDT,48.5166
1745971333002,BTCBVOLUSDT,BTCBVOL,USDT,48.5164
1745971334007,BTCBVOLUSDT,BTCBVOL,USDT,48.5162
1745971335001,BTCBVOLUSDT,BTCBVOL,USDT,48.5160
1745971336000,BTCBVOLUSDT,BTCBVOL,USDT,48.5157
1745971337000,BTCBVOLUSDT,BTCBVOL,USDT,48.5155
1745971338002,BTCBVOLUSDT,BTCBVOL,USDT,48.5152
1745971339000,BTCBVOLUSDT,BTCBVOL,USDT,48.5150
1745971340000,BTCBVOLUSDT,BTCBVOL,USDT,48.5148
1745971341005,BTCBVOLUSDT,BTCBVOL,USDT,48.5145
1745971342001,BTCBVOLUSDT,BTCBVOL,USDT,48.5143
1745971343000,BTCBVOLUSDT,BTCBVOL,USDT,48.5141
1745971344000,BTCBVOLUSDT,BTCBVOL,USDT,48.5139
1745971345005,BTCBVOLUSDT,BTCBVOL,USDT,48.5137
1745971346001,BTCBVOLUSDT,BTCBVOL,USDT,48.5135
1745971347003,BTCBVOLUSDT,BTCBVOL,USDT,48.5133
1745971348000,BTCBVOLUSDT,BTCBVOL,USDT,48.5131
1745971349002,BTCBVOLUSDT,BTCBVOL,USDT,48.5129
1745971350001,BTCBVOLUSDT,BTCBVOL,USDT,48.5127
1745971351004,BTCBVOLUSDT,BTCBVOL,USDT,48.5125
1745971352001,BTCBVOLUSDT,BTCBVOL,USDT,48.5123
1745971353000,BTCBVOLUSDT,BTCBVOL,USDT,48.5121
1745971354003,BTCBVOLUSDT,BTCBVOL,USDT,48.5118
1745971355000,BTCBVOLUSDT,BTCBVOL,USDT,48.5116
1745971356000,BTCBVOLUSDT,BTCBVOL,USDT,48.5114
1745971357000,BTCBVOLUSDT,BTCBVOL,USDT,48.5112
1745971358000,BTCBVOLUSDT,BTCBVOL,USDT,48.5109
1745971359001,BTCBVOLUSDT,BTCBVOL,USDT,48.5106
1745971360006,BTCBVOLUSDT,BTCBVOL,USDT,48.5104
1745971361000,BTCBVOLUSDT,BTCBVOL,USDT,48.5101
1745971362000,BTCBVOLUSDT,BTCBVOL,USDT,48.5098
1745971363001,BTCBVOLUSDT,BTCBVOL,USDT,48.5096
1745971364010,BTCBVOLUSDT,BTCBVOL,USDT,48.5093
1745971365000,BTCBVOLUSDT,BTCBVOL,USDT,48.5091
1745971366007,BTCBVOLUSDT,BTCBVOL,USDT,48.5088
1745971367000,BTCBVOLUSDT,BTCBVOL,USDT,48.5085
1745971368000,BTCBVOLUSDT,BTCBVOL,USDT,48.5083
1745971369000,BTCBVOLUSDT,BTCBVOL,USDT,48.5080
1745971370000,BTCBVOLUSDT,BTCBVOL,USDT,48.5077
1745971371000,BTCBVOLUSDT,BTCBVOL,USDT,48.5075
1745971372006,BTCBVOLUSDT,BTCBVOL,USDT,48.5072
1745971373002,BTCBVOLUSDT,BTCBVOL,USDT,48.5070
1745971374000,BTCBVOLUSDT,BTCBVOL,USDT,48.5067
1745971375000,BTCBVOLUSDT,BTCBVOL,USDT,48.5064
1745971376000,BTCBVOLUSDT,BTCBVOL,USDT,48.5062
1745971377000,BTCBVOLUSDT,BTCBVOL,USDT,48.5059
1745971378001,BTCBVOLUSDT,BTCBVOL,USDT,48.5057
1745971379000,BTCBVOLUSDT,BTCBVOL,USDT,48.5054
1745971380000,BTCBVOLUSDT,BTCBVOL,USDT,48.5052
1745971381001,BTCBVOLUSDT,BTCBVOL,USDT,48.5049
1745971382001,BTCBVOLUSDT,BTCBVOL,USDT,48.5047
1745971383001,BTCBVOLUSDT,BTCBVOL,USDT,48.5044
1745971384001,BTCBVOLUSDT,BTCBVOL,USDT,48.5042
1745971385001,BTCBVOLUSDT,BTCBVOL,USDT,48.5039
1745971386017,BTCBVOLUSDT,BTCBVOL,USDT,48.5037
1745971387000,BTCBVOLUSDT,BTCBVOL,USDT,48.5036
1745971388002,BTCBVOLUSDT,BTCBVOL,USDT,48.5034
1745971389000,BTCBVOLUSDT,BTCBVOL,USDT,48.5033
1745971390001,BTCBVOLUSDT,BTCBVOL,USDT,48.5031
1745971391004,BTCBVOLUSDT,BTCBVOL,USDT,48.5030
1745971392002,BTCBVOLUSDT,BTCBVOL,USDT,48.5029
1745971393001,BTCBVOLUSDT,BTCBVOL,USDT,48.5027
1745971394000,BTCBVOLUSDT,BTCBVOL,USDT,48.5026
1745971395000,BTCBVOLUSDT,BTCBVOL,USDT,48.5024
1745971396001,BTCBVOLUSDT,BTCBVOL,USDT,48.5022
1745971397003,BTCBVOLUSDT,BTCBVOL,USDT,48.5020
1745971398001,BTCBVOLUSDT,BTCBVOL,USDT,48.5018
1745971399000,BTCBVOLUSDT,BTCBVOL,USDT,48.5016
1745971400002,BTCBVOLUSDT,BTCBVOL,USDT,48.5014
1745971401000,BTCBVOLUSDT,BTCBVOL,USDT,48.5012
1745971402000,BTCBVOLUSDT,BTCBVOL,USDT,48.5011
1745971403002,BTCBVOLUSDT,BTCBVOL,USDT,48.5009
1745971404002,BTCBVOLUSDT,BTCBVOL,USDT,48.5007
1745971405000,BTCBVOLUSDT,BTCBVOL,USDT,48.5005
1745971406000,BTCBVOLUSDT,BTCBVOL,USDT,48.5002
1745971407000,BTCBVOLUSDT,BTCBVOL,USDT,48.5000
1745971408002,BTCBVOLUSDT,BTCBVOL,USDT,48.4998
1745971409004,BTCBVOLUSDT,BTCBVOL,USDT,48.4996
1745971410000,BTCBVOLUSDT,BTCBVOL,USDT,48.4994
1745971411009,BTCBVOLUSDT,BTCBVOL,USDT,48.4991
1745971412001,BTCBVOLUSDT,BTCBVOL,USDT,48.4988
1745971413001,BTCBVOLUSDT,BTCBVOL,USDT,48.4985
1745971414001,BTCBVOLUSDT,BTCBVOL,USDT,48.4982
1745971415000,BTCBVOLUSDT,BTCBVOL,USDT,48.4980
1745971416003,BTCBVOLUSDT,BTCBVOL,USDT,48.4976
1745971417000,BTCBVOLUSDT,BTCBVOL,USDT,48.4974
1745971418000,BTCBVOLUSDT,BTCBVOL,USDT,48.4971
1745971419004,BTCBVOLUSDT,BTCBVOL,USDT,48.4968
1745971420000,BTCBVOLUSDT,BTCBVOL,USDT,48.4966
1745971421000,BTCBVOLUSDT,BTCBVOL,USDT,48.4963
1745971422000,BTCBVOLUSDT,BTCBVOL,USDT,48.4960
1745971423000,BTCBVOLUSDT,BTCBVOL,USDT,48.4958
1745971424002,BTCBVOLUSDT,BTCBVOL,USDT,48.4956
1745971425000,BTCBVOLUSDT,BTCBVOL,USDT,48.4954
1745971426003,BTCBVOLUSDT,BTCBVOL,USDT,48.4952
1745971427000,BTCBVOLUSDT,BTCBVOL,USDT,48.4950
1745971428000,BTCBVOLUSDT,BTCBVOL,USDT,48.4948
1745971429000,BTCBVOLUSDT,BTCBVOL,USDT,48.4946
1745971430001,BTCBVOLUSDT,BTCBVOL,USDT,48.4944
1745971431001,BTCBVOLUSDT,BTCBVOL,USDT,48.4942
1745971432003,BTCBVOLUSDT,BTCBVOL,USDT,48.4940
1745971433000,BTCBVOLUSDT,BTCBVOL,USDT,48.4938
1745971434001,BTCBVOLUSDT,BTCBVOL,USDT,48.4936
1745971435001,BTCBVOLUSDT,BTCBVOL,USDT,48.4933
1745971436000,BTCBVOLUSDT,BTCBVOL,USDT,48.4931
1745971437000,BTCBVOLUSDT,BTCBVOL,USDT,48.4929
1745971438000,BTCBVOLUSDT,BTCBVOL,USDT,48.4926
1745971439000,BTCBVOLUSDT,BTCBVOL,USDT,48.4924
1745971440005,BTCBVOLUSDT,BTCBVOL,USDT,48.4922
1745971441000,BTCBVOLUSDT,BTCBVOL,USDT,48.4921
1745971442000,BTCBVOLUSDT,BTCBVOL,USDT,48.4919
1745971443000,BTCBVOLUSDT,BTCBVOL,USDT,48.4917
1745971444001,BTCBVOLUSDT,BTCBVOL,USDT,48.4916
1745971445006,BTCBVOLUSDT,BTCBVOL,USDT,48.4914
1745971446000,BTCBVOLUSDT,BTCBVOL,USDT,48.4913
1745971447000,BTCBVOLUSDT,BTCBVOL,USDT,48.4912
1745971448000,BTCBVOLUSDT,BTCBVOL,USDT,48.4911
1745971449001,BTCBVOLUSDT,BTCBVOL,USDT,48.4910
1745971450000,BTCBVOLUSDT,BTCBVOL,USDT,48.4908
1745971451000,BTCBVOLUSDT,BTCBVOL,USDT,48.4907
1745971452002,BTCBVOLUSDT,BTCBVOL,USDT,48.4905
1745971453000,BTCBVOLUSDT,BTCBVOL,USDT,48.4903
1745971454005,BTCBVOLUSDT,BTCBVOL,USDT,48.4902
1745971455000,BTCBVOLUSDT,BTCBVOL,USDT,48.4900
1745971456000,BTCBVOLUSDT,BTCBVOL,USDT,48.4898
1745971457000,BTCBVOLUSDT,BTCBVOL,USDT,48.4897
1745971458001,BTCBVOLUSDT,BTCBVOL,USDT,48.4895
1745971459001,BTCBVOLUSDT,BTCBVOL,USDT,48.4893
1745971460005,BTCBVOLUSDT,BTCBVOL,USDT,48.4891
1745971461000,BTCBVOLUSDT,BTCBVOL,USDT,48.4889
1745971462000,BTCBVOLUSDT,BTCBVOL,USDT,48.4887
1745971463000,BTCBVOLUSDT,BTCBVOL,USDT,48.4885
1745971464001,BTCBVOLUSDT,BTCBVOL,USDT,48.4883
1745971465000,BTCBVOLUSDT,BTCBVOL,USDT,48.4881
1745971466006,BTCBVOLUSDT,BTCBVOL,USDT,48.4879
1745971467000,BTCBVOLUSDT,BTCBVOL,USDT,48.4877
1745971468000,BTCBVOLUSDT,BTCBVOL,USDT,48.4875
1745971469000,BTCBVOLUSDT,BTCBVOL,USDT,48.4873
1745971470001,BTCBVOLUSDT,BTCBVOL,USDT,48.4870
1745971471001,BTCBVOLUSDT,BTCBVOL,USDT,48.4868
1745971472000,BTCBVOLUSDT,BTCBVOL,USDT,48.4865
1745971473002,BTCBVOLUSDT,BTCBVOL,USDT,48.4863
1745971474000,BTCBVOLUSDT,BTCBVOL,USDT,48.4861
1745971475001,BTCBVOLUSDT,BTCBVOL,USDT,48.4859
1745971476000,BTCBVOLUSDT,BTCBVOL,USDT,48.4857
1745971477000,BTCBVOLUSDT,BTCBVOL,USDT,48.4855
1745971478005,BTCBVOLUSDT,BTCBVOL,USDT,48.4853
1745971479000,BTCBVOLUSDT,BTCBVOL,USDT,48.4851
1745971480000,BTCBVOLUSDT,BTCBVOL,USDT,48.4848
1745971481000,BTCBVOLUSDT,BTCBVOL,USDT,48.4846
1745971482000,BTCBVOLUSDT,BTCBVOL,USDT,48.4844
1745971483002,BTCBVOLUSDT,BTCBVOL,USDT,48.4842
1745971484002,BTCBVOLUSDT,BTCBVOL,USDT,48.4840
1745971485000,BTCBVOLUSDT,BTCBVOL,USDT,48.4838
1745971486007,BTCBVOLUSDT,BTCBVOL,USDT,48.4835
1745971487000,BTCBVOLUSDT,BTCBVOL,USDT,48.4833
1745971488000,BTCBVOLUSDT,BTCBVOL,USDT,48.4831
1745971489001,BTCBVOLUSDT,BTCBVOL,USDT,48.4829
1745971490003,BTCBVOLUSDT,BTCBVOL,USDT,48.4826
1745971491000,BTCBVOLUSDT,BTCBVOL,USDT,48.4824
1745971492000,BTCBVOLUSDT,BTCBVOL,USDT,48.4821
1745971493000,BTCBVOLUSDT,BTCBVOL,USDT,48.4819
1745971494000,BTCBVOLUSDT,BTCBVOL,USDT,48.4816
1745971495004,BTCBVOLUSDT,BTCBVOL,USDT,48.4814
1745971496001,BTCBVOLUSDT,BTCBVOL,USDT,48.4813
1745971497000,BTCBVOLUSDT,BTCBVOL,USDT,48.4811
1745971498000,BTCBVOLUSDT,BTCBVOL,USDT,48.4810
1745971499005,BTCBVOLUSDT,BTCBVOL,USDT,48.4809
1745971500002,BTCBVOLUSDT,BTCBVOL,USDT,48.4807
1745971501001,BTCBVOLUSDT,BTCBVOL,USDT,48.4806
1745971502000,BTCBVOLUSDT,BTCBVOL,USDT,48.4804
1745971503000,BTCBVOLUSDT,BTCBVOL,USDT,48.4803
1745971504000,BTCBVOLUSDT,BTCBVOL,USDT,48.4802
1745971505000,BTCBVOLUSDT,BTCBVOL,USDT,48.4801
1745971506001,BTCBVOLUSDT,BTCBVOL,USDT,48.4799
1745971507000,BTCBVOLUSDT,BTCBVOL,USDT,48.4797
1745971508001,BTCBVOLUSDT,BTCBVOL,USDT,48.4795
1745971509000,BTCBVOLUSDT,BTCBVOL,USDT,48.4793
1745971510001,BTCBVOLUSDT,BTCBVOL,USDT,48.4792
1745971511001,BTCBVOLUSDT,BTCBVOL,USDT,48.4790
1745971512001,BTCBVOLUSDT,BTCBVOL,USDT,48.4789
1745971513004,BTCBVOLUSDT,BTCBVOL,USDT,48.4788
1745971514000,BTCBVOLUSDT,BTCBVOL,USDT,48.4787
1745971515001,BTCBVOLUSDT,BTCBVOL,USDT,48.4786
1745971516005,BTCBVOLUSDT,BTCBVOL,USDT,48.4784
1745971517000,BTCBVOLUSDT,BTCBVOL,USDT,48.4783
1745971518000,BTCBVOLUSDT,BTCBVOL,USDT,48.4781
1745971519000,BTCBVOLUSDT,BTCBVOL,USDT,48.4780
1745971520004,BTCBVOLUSDT,BTCBVOL,USDT,48.4779
1745971521002,BTCBVOLUSDT,BTCBVOL,USDT,48.4778
1745971522000,BTCBVOLUSDT,BTCBVOL,USDT,48.4776
1745971523006,BTCBVOLUSDT,BTCBVOL,USDT,48.4774
1745971524000,BTCBVOLUSDT,BTCBVOL,USDT,48.4773
1745971525000,BTCBVOLUSDT,BTCBVOL,USDT,48.4771
1745971526000,BTCBVOLUSDT,BTCBVOL,USDT,48.4769
1745971527000,BTCBVOLUSDT,BTCBVOL,USDT,48.4767
1745971528000,BTCBVOLUSDT,BTCBVOL,USDT,48.4766
1745971529003,BTCBVOLUSDT,BTCBVOL,USDT,48.4764
1745971530004,BTCBVOLUSDT,BTCBVOL,USDT,48.4763
1745971531002,BTCBVOLUSDT,BTCBVOL,USDT,48.4761
1745971532001,BTCBVOLUSDT,BTCBVOL,USDT,48.4759
1745971533001,BTCBVOLUSDT,BTCBVOL,USDT,48.4758
1745971534000,BTCBVOLUSDT,BTCBVOL,USDT,48.4756
1745971535011,BTCBVOLUSDT,BTCBVOL,USDT,48.4755
1745971536000,BTCBVOLUSDT,BTCBVOL,USDT,48.4753
1745971537002,BTCBVOLUSDT,BTCBVOL,USDT,48.4752
1745971538000,BTCBVOLUSDT,BTCBVOL,USDT,48.4749
1745971539001,BTCBVOLUSDT,BTCBVOL,USDT,48.4748
1745971540000,BTCBVOLUSDT,BTCBVOL,USDT,48.4746
1745971541003,BTCBVOLUSDT,BTCBVOL,USDT,48.4745
1745971542002,BTCBVOLUSDT,BTCBVOL,USDT,48.4744
1745971543000,BTCBVOLUSDT,BTCBVOL,USDT,48.4742
1745971544001,BTCBVOLUSDT,BTCBVOL,USDT,48.4741
1745971545000,BTCBVOLUSDT,BTCBVOL,USDT,48.4740
1745971546001,BTCBVOLUSDT,BTCBVOL,USDT,48.4739
1745971547001,BTCBVOLUSDT,BTCBVOL,USDT,48.4738
1745971548006,BTCBVOLUSDT,BTCBVOL,USDT,48.4736
1745971549000,BTCBVOLUSDT,BTCBVOL,USDT,48.4735
1745971550001,BTCBVOLUSDT,BTCBVOL,USDT,48.4734
1745971551000,BTCBVOLUSDT,BTCBVOL,USDT,48.4732
1745971552002,BTCBVOLUSDT,BTCBVOL,USDT,48.4731
1745971553000,BTCBVOLUSDT,BTCBVOL,USDT,48.4729
1745971554001,BTCBVOLUSDT,BTCBVOL,USDT,48.4726
1745971555008,BTCBVOLUSDT,BTCBVOL,USDT,48.4723
1745971556009,BTCBVOLUSDT,BTCBVOL,USDT,48.4720
1745971557001,BTCBVOLUSDT,BTCBVOL,USDT,48.4717
1745971558002,BTCBVOLUSDT,BTCBVOL,USDT,48.4716
1745971559002,BTCBVOLUSDT,BTCBVOL,USDT,48.4715
1745971560000,BTCBVOLUSDT,BTCBVOL,USDT,48.4713
1745971561000,BTCBVOLUSDT,BTCBVOL,USDT,48.4712
1745971562000,BTCBVOLUSDT,BTCBVOL,USDT,48.4711
1745971563000,BTCBVOLUSDT,BTCBVOL,USDT,48.4710
1745971564000,BTCBVOLUSDT,BTCBVOL,USDT,48.4709
1745971565000,BTCBVOLUSDT,BTCBVOL,USDT,48.4710
1745971566001,BTCBVOLUSDT,BTCBVOL,USDT,48.4711
1745971567002,BTCBVOLUSDT,BTCBVOL,USDT,48.4712
1745971568000,BTCBVOLUSDT,BTCBVOL,USDT,48.4714
1745971569000,BTCBVOLUSDT,BTCBVOL,USDT,48.4716
1745971570002,BTCBVOLUSDT,BTCBVOL,USDT,48.4718
1745971571000,BTCBVOLUSDT,BTCBVOL,USDT,48.4720
1745971572003,BTCBVOLUSDT,BTCBVOL,USDT,48.4721
1745971573000,BTCBVOLUSDT,BTCBVOL,USDT,48.4723
1745971574000,BTCBVOLUSDT,BTCBVOL,USDT,48.4724
1745971575004,BTCBVOLUSDT,BTCBVOL,USDT,48.4727
1745971576001,BTCBVOLUSDT,BTCBVOL,USDT,48.4729
1745971577000,BTCBVOLUSDT,BTCBVOL,USDT,48.4731
1745971578000,BTCBVOLUSDT,BTCBVOL,USDT,48.4733
1745971579000,BTCBVOLUSDT,BTCBVOL,USDT,48.4735
1745971580000,BTCBVOLUSDT,BTCBVOL,USDT,48.4738
1745971581000,BTCBVOLUSDT,BTCBVOL,USDT,48.4740
1745971582000,BTCBVOLUSDT,BTCBVOL,USDT,48.4742
1745971583000,BTCBVOLUSDT,BTCBVOL,USDT,48.4744
1745971584000,BTCBVOLUSDT,BTCBVOL,USDT,48.4747
1745971585011,BTCBVOLUSDT,BTCBVOL,USDT,48.4749
1745971586004,BTCBVOLUSDT,BTCBVOL,USDT,48.4751
1745971587001,BTCBVOLUSDT,BTCBVOL,USDT,48.4753
1745971588006,BTCBVOLUSDT,BTCBVOL,USDT,48.4754
1745971589001,BTCBVOLUSDT,BTCBVOL,USDT,48.4756
1745971590001,BTCBVOLUSDT,BTCBVOL,USDT,48.4758
1745971591000,BTCBVOLUSDT,BTCBVOL,USDT,48.4758
1745971592002,BTCBVOLUSDT,BTCBVOL,USDT,48.4757
1745971593001,BTCBVOLUSDT,BTCBVOL,USDT,48.4756
1745971594000,BTCBVOLUSDT,BTCBVOL,USDT,48.4755
1745971595000,BTCBVOLUSDT,BTCBVOL,USDT,48.4755
1745971596004,BTCBVOLUSDT,BTCBVOL,USDT,48.4754
1745971597000,BTCBVOLUSDT,BTCBVOL,USDT,48.4753
1745971598003,BTCBVOLUSDT,BTCBVOL,USDT,48.4752
